Sat Nov  5 21:59:10 CST 2016
        dropRate:  0.040778

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  300
        sentPkts:  4215
  rt_request_cnt:  8552
    receivedPkts:  3901
 receivedUniquePkts:  3851
   avgTput[kbps]:  52.7837
    avgDelay[ms]:  232.538
 max ACKed Seqno:  3232
       ACKs sent:  3903
   ACKs received:  3898
   avgPathLength:  14.4785
       dropCount:  318
       totalSent:  8120
        dropRate:  0.0391626

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4678
  rt_request_cnt:  9424
    receivedPkts:  4351
 receivedUniquePkts:  4308
   avgTput[kbps]:  59.0493
    avgDelay[ms]:  175.352
 max ACKed Seqno:  3843
       ACKs sent:  4353
   ACKs received:  4348
   avgPathLength:  14.5998
       dropCount:  330
       totalSent:  9033
        dropRate:  0.0365327

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3415
  rt_request_cnt:  6876
    receivedPkts:  3184
 receivedUniquePkts:  3118
   avgTput[kbps]:  42.8608
    avgDelay[ms]:  232.262
 max ACKed Seqno:  2600
       ACKs sent:  3186
   ACKs received:  3152
   avgPathLength:  14.2158
       dropCount:  264
       totalSent:  6603
        dropRate:  0.0399818

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4069
  rt_request_cnt:  8260
    receivedPkts:  3838
 receivedUniquePkts:  3800
   avgTput[kbps]:  52.0926
    avgDelay[ms]:  241.719
 max ACKed Seqno:  3445
       ACKs sent:  3840
   ACKs received:  3829
   avgPathLength:  14.1488
       dropCount:  240
       totalSent:  7911
        dropRate:  0.0303375

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4054
  rt_request_cnt:  8212
    receivedPkts:  3742
 receivedUniquePkts:  3690
   avgTput[kbps]:  50.579
    avgDelay[ms]:  318.879
 max ACKed Seqno:  3439
       ACKs sent:  3744
   ACKs received:  3713
   avgPathLength:  14.035
       dropCount:  338
       totalSent:  7800
        dropRate:  0.0433333

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5006
  rt_request_cnt:  10148
    receivedPkts:  4732
 receivedUniquePkts:  4652
   avgTput[kbps]:  63.7975
    avgDelay[ms]:  235.076
 max ACKed Seqno:  4298
       ACKs sent:  4734
   ACKs received:  4622
   avgPathLength:  14.2495
       dropCount:  386
       totalSent:  9742
        dropRate:  0.0396223

--- Hop Node Number:14 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3472
  rt_request_cnt:  6983
    receivedPkts:  3236
 receivedUniquePkts:  3216
   avgTput[kbps]:  44.0806
    avgDelay[ms]:  165.153
 max ACKed Seqno:  2858
       ACKs sent:  3238
   ACKs received:  3226
   avgPathLength:  14.1717
       dropCount:  240
       totalSent:  6712
        dropRate:  0.0357569
