Sat Nov  5 22:22:25 CST 2016
--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3816
  rt_request_cnt:  7730
    receivedPkts:  3580
 receivedUniquePkts:  3489
   avgTput[kbps]:  47.8237
    avgDelay[ms]:  180.69
 max ACKed Seqno:  2052
       ACKs sent:  3582
   ACKs received:  3573
   avgPathLength:  15.8538
       dropCount:  241
       totalSent:  7400
        dropRate:  0.0325676

--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4867
  rt_request_cnt:  9915
    receivedPkts:  4518
 receivedUniquePkts:  4456
   avgTput[kbps]:  61.1339
    avgDelay[ms]:  194.502
 max ACKed Seqno:  2431
       ACKs sent:  4520
   ACKs received:  4506
   avgPathLength:  15.5743
       dropCount:  361
       totalSent:  9389
        dropRate:  0.0384492

--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4117
  rt_request_cnt:  8403
    receivedPkts:  3839
 receivedUniquePkts:  3698
   avgTput[kbps]:  50.6969
    avgDelay[ms]:  188.681
 max ACKed Seqno:  2375
       ACKs sent:  3841
   ACKs received:  3824
   avgPathLength:  15.6697
       dropCount:  291
       totalSent:  7960
        dropRate:  0.0365578

--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3941
  rt_request_cnt:  7978
    receivedPkts:  3567
 receivedUniquePkts:  3390
   avgTput[kbps]:  46.4687
    avgDelay[ms]:  389.55
 max ACKed Seqno:  2242
       ACKs sent:  3569
   ACKs received:  3541
   avgPathLength:  15.5578
       dropCount:  396
       totalSent:  7512
        dropRate:  0.0527157

--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4628
  rt_request_cnt:  9532
    receivedPkts:  4315
 receivedUniquePkts:  4158
   avgTput[kbps]:  56.9991
    avgDelay[ms]:  282.493
 max ACKed Seqno:  2453
       ACKs sent:  4317
   ACKs received:  4276
   avgPathLength:  15.5631
       dropCount:  348
       totalSent:  8947
        dropRate:  0.0388957

--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4321
  rt_request_cnt:  8913
    receivedPkts:  4006
 receivedUniquePkts:  3870
   avgTput[kbps]:  53.0472
    avgDelay[ms]:  291.423
 max ACKed Seqno:  3215
       ACKs sent:  4008
   ACKs received:  3980
   avgPathLength:  15.3903
       dropCount:  337
       totalSent:  8331
        dropRate:  0.0404513

--- Hop Node Number:15 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4150
  rt_request_cnt:  8397
    receivedPkts:  3858
 receivedUniquePkts:  3734
   avgTput[kbps]:  51.1822
    avgDelay[ms]:  196.42
 max ACKed Seqno:  2504
       ACKs sent:  3860
   ACKs received:  3834
   avgPathLength:  15.536
       dropCount:  310
       totalSent:  8012
        dropRate:  0.038692
