Sat Nov  5 19:02:21 CST 2016
    receivedPkts:  12039
 receivedUniquePkts:  12031
   avgTput[kbps]:  164.867
    avgDelay[ms]:  54.919
 max ACKed Seqno:  11904
       ACKs sent:  12042
   ACKs received:  12038
   avgPathLength:  6
       dropCount:  62
       totalSent:  24149
        dropRate:  0.00256739

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11941
  rt_request_cnt:  23949
    receivedPkts:  11873
 receivedUniquePkts:  11863
   avgTput[kbps]:  162.562
    avgDelay[ms]:  59.4449
 max ACKed Seqno:  11695
       ACKs sent:  11876
   ACKs received:  11875
   avgPathLength:  6
       dropCount:  65
       totalSent:  23821
        dropRate:  0.00272868

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12258
  rt_request_cnt:  24580
    receivedPkts:  12183
 receivedUniquePkts:  12178
   avgTput[kbps]:  166.874
    avgDelay[ms]:  57.6566
 max ACKed Seqno:  12092
       ACKs sent:  12185
   ACKs received:  12183
   avgPathLength:  6
       dropCount:  76
       totalSent:  24448
        dropRate:  0.00310864

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12054
  rt_request_cnt:  24154
    receivedPkts:  11998
 receivedUniquePkts:  11994
   avgTput[kbps]:  164.363
    avgDelay[ms]:  56.1596
 max ACKed Seqno:  11906
       ACKs sent:  12000
   ACKs received:  11999
   avgPathLength:  6
       dropCount:  54
       totalSent:  24058
        dropRate:  0.00224458

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11996
  rt_request_cnt:  24052
    receivedPkts:  11922
 receivedUniquePkts:  11913
   avgTput[kbps]:  163.247
    avgDelay[ms]:  56.5693
 max ACKed Seqno:  6866
       ACKs sent:  11924
   ACKs received:  11917
   avgPathLength:  6
       dropCount:  77
       totalSent:  23924
        dropRate:  0.00321853

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12016
  rt_request_cnt:  24089
    receivedPkts:  11931
 receivedUniquePkts:  11926
   avgTput[kbps]:  163.423
    avgDelay[ms]:  59.4572
 max ACKed Seqno:  11760
       ACKs sent:  11933
   ACKs received:  11931
   avgPathLength:  6
       dropCount:  85
       totalSent:  23953
        dropRate:  0.00354862

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12037
  rt_request_cnt:  24114
    receivedPkts:  11978
 receivedUniquePkts:  11975
   avgTput[kbps]:  164.097
    avgDelay[ms]:  52.4695
 max ACKed Seqno:  11791
       ACKs sent:  11981
   ACKs received:  11981
   avgPathLength:  6
       dropCount:  61
       totalSent:  24026
        dropRate:  0.00253892
