Sat Nov  5 23:02:41 CST 2016
    receivedPkts:  9339
 receivedUniquePkts:  9290
   avgTput[kbps]:  127.603
    avgDelay[ms]:  111.93
 max ACKed Seqno:  8721
       ACKs sent:  9342
   ACKs received:  9282
   avgPathLength:  14
       dropCount:  230
       totalSent:  18856
        dropRate:  0.0121977

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8979
  rt_request_cnt:  18126
    receivedPkts:  8811
 receivedUniquePkts:  8781
   avgTput[kbps]:  120.366
    avgDelay[ms]:  109.753
 max ACKed Seqno:  8221
       ACKs sent:  8813
   ACKs received:  8810
   avgPathLength:  14
       dropCount:  165
       totalSent:  17795
        dropRate:  0.00927227

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8983
  rt_request_cnt:  18124
    receivedPkts:  8794
 receivedUniquePkts:  8760
   avgTput[kbps]:  120.199
    avgDelay[ms]:  113.205
 max ACKed Seqno:  8253
       ACKs sent:  8796
   ACKs received:  8796
   avgPathLength:  14
       dropCount:  188
       totalSent:  17782
        dropRate:  0.0105725

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8788
  rt_request_cnt:  17757
    receivedPkts:  8636
 receivedUniquePkts:  8596
   avgTput[kbps]:  117.836
    avgDelay[ms]:  108.965
 max ACKed Seqno:  7163
       ACKs sent:  8638
   ACKs received:  8633
   avgPathLength:  14
       dropCount:  151
       totalSent:  17429
        dropRate:  0.00866372

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7545
  rt_request_cnt:  15151
    receivedPkts:  7287
 receivedUniquePkts:  7226
   avgTput[kbps]:  99.0471
    avgDelay[ms]:  159.919
 max ACKed Seqno:  5905
       ACKs sent:  7289
   ACKs received:  7271
   avgPathLength:  14
       dropCount:  270
       totalSent:  14837
        dropRate:  0.0181977

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8996
  rt_request_cnt:  18148
    receivedPkts:  8838
 receivedUniquePkts:  8812
   avgTput[kbps]:  120.787
    avgDelay[ms]:  113.061
 max ACKed Seqno:  7571
       ACKs sent:  8840
   ACKs received:  8836
   avgPathLength:  14
       dropCount:  154
       totalSent:  17839
        dropRate:  0.00863277

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9201
  rt_request_cnt:  18548
    receivedPkts:  9048
 receivedUniquePkts:  9011
   avgTput[kbps]:  123.63
    avgDelay[ms]:  114.178
 max ACKed Seqno:  7585
       ACKs sent:  9050
   ACKs received:  9050
   avgPathLength:  14
       dropCount:  152
       totalSent:  18254
        dropRate:  0.00832694
