Sat Nov  5 18:41:41 CST 2016
    receivedPkts:  14827
 receivedUniquePkts:  14115
   avgTput[kbps]:  193.51
    avgDelay[ms]:  27.0338
 max ACKed Seqno:  12596
       ACKs sent:  14829
   ACKs received:  12386
   avgPathLength:  3
       dropCount:  2469
       totalSent:  29748
        dropRate:  0.0829972

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14980
  rt_request_cnt:  26567
    receivedPkts:  14888
 receivedUniquePkts:  13550
   avgTput[kbps]:  185.648
    avgDelay[ms]:  25.681
 max ACKed Seqno:  8259
       ACKs sent:  14890
   ACKs received:  10970
   avgPathLength:  3
       dropCount:  3897
       totalSent:  29872
        dropRate:  0.130457

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14908
  rt_request_cnt:  27498
    receivedPkts:  14804
 receivedUniquePkts:  13878
   avgTput[kbps]:  190.15
    avgDelay[ms]:  26.1154
 max ACKed Seqno:  11930
       ACKs sent:  14806
   ACKs received:  11751
   avgPathLength:  3
       dropCount:  3156
       totalSent:  29716
        dropRate:  0.106205

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  15855
  rt_request_cnt:  27559
    receivedPkts:  15747
 receivedUniquePkts:  14206
   avgTput[kbps]:  194.639
    avgDelay[ms]:  27.1626
 max ACKed Seqno:  8512
       ACKs sent:  15749
   ACKs received:  10613
   avgPathLength:  3
       dropCount:  5161
       totalSent:  31606
        dropRate:  0.163292

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14208
  rt_request_cnt:  26299
    receivedPkts:  14129
 receivedUniquePkts:  13290
   avgTput[kbps]:  182.093
    avgDelay[ms]:  26.8842
 max ACKed Seqno:  10791
       ACKs sent:  14131
   ACKs received:  11601
   avgPathLength:  3
       dropCount:  2606
       totalSent:  28341
        dropRate:  0.0919516

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14387
  rt_request_cnt:  26630
    receivedPkts:  14277
 receivedUniquePkts:  13364
   avgTput[kbps]:  183.102
    avgDelay[ms]:  27.7263
 max ACKed Seqno:  10391
       ACKs sent:  14279
   ACKs received:  11595
   avgPathLength:  3
       dropCount:  2784
       totalSent:  28668
        dropRate:  0.0971118

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14776
  rt_request_cnt:  26310
    receivedPkts:  14683
 receivedUniquePkts:  13384
   avgTput[kbps]:  183.401
    avgDelay[ms]:  26.7883
 max ACKed Seqno:  10260
       ACKs sent:  14685
   ACKs received:  10887
   avgPathLength:  3
       dropCount:  3764
       totalSent:  29463
        dropRate:  0.127753
