Sat Nov  5 18:41:32 CST 2016
    receivedPkts:  13739
 receivedUniquePkts:  13737
   avgTput[kbps]:  188.22
    avgDelay[ms]:  35.8022
 max ACKed Seqno:  12696
       ACKs sent:  13741
   ACKs received:  13741
   avgPathLength:  4
       dropCount:  68
       totalSent:  27552
        dropRate:  0.00246806

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  13755
  rt_request_cnt:  27542
    receivedPkts:  13699
 receivedUniquePkts:  13696
   avgTput[kbps]:  187.655
    avgDelay[ms]:  36.314
 max ACKed Seqno:  12674
       ACKs sent:  13701
   ACKs received:  13701
   avgPathLength:  4
       dropCount:  56
       totalSent:  27459
        dropRate:  0.0020394

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  13242
  rt_request_cnt:  26525
    receivedPkts:  13143
 receivedUniquePkts:  13131
   avgTput[kbps]:  179.918
    avgDelay[ms]:  39.2627
 max ACKed Seqno:  10481
       ACKs sent:  13145
   ACKs received:  13145
   avgPathLength:  4
       dropCount:  97
       totalSent:  26390
        dropRate:  0.00367563

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  13294
  rt_request_cnt:  26670
    receivedPkts:  13170
 receivedUniquePkts:  13133
   avgTput[kbps]:  179.943
    avgDelay[ms]:  43.0066
 max ACKed Seqno:  7824
       ACKs sent:  13172
   ACKs received:  13169
   avgPathLength:  4
       dropCount:  127
       totalSent:  26469
        dropRate:  0.00479807

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  13696
  rt_request_cnt:  27427
    receivedPkts:  13638
 receivedUniquePkts:  13637
   avgTput[kbps]:  186.844
    avgDelay[ms]:  37.6909
 max ACKed Seqno:  12260
       ACKs sent:  13640
   ACKs received:  13638
   avgPathLength:  4
       dropCount:  58
       totalSent:  27339
        dropRate:  0.00212151

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  13517
  rt_request_cnt:  27093
    receivedPkts:  13438
 receivedUniquePkts:  13424
   avgTput[kbps]:  183.929
    avgDelay[ms]:  40.56
 max ACKed Seqno:  10441
       ACKs sent:  13440
   ACKs received:  13440
   avgPathLength:  4
       dropCount:  78
       totalSent:  26960
        dropRate:  0.00289318

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  13513
  rt_request_cnt:  27082
    receivedPkts:  13388
 receivedUniquePkts:  13356
   avgTput[kbps]:  182.991
    avgDelay[ms]:  40.3865
 max ACKed Seqno:  8678
       ACKs sent:  13390
   ACKs received:  13388
   avgPathLength:  4
       dropCount:  126
       totalSent:  26906
        dropRate:  0.00468297
