Sat Nov  5 20:36:19 CST 2016
 receivedUniquePkts:  9466
   avgTput[kbps]:  129.736
    avgDelay[ms]:  110.42
 max ACKed Seqno:  8938
       ACKs sent:  9497
   ACKs received:  9489
   avgPathLength:  12
       dropCount:  324
       totalSent:  19321
        dropRate:  0.0167693

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10192
  rt_request_cnt:  20464
    receivedPkts:  9988
 receivedUniquePkts:  9974
   avgTput[kbps]:  136.693
    avgDelay[ms]:  104.581
 max ACKed Seqno:  9781
       ACKs sent:  9991
   ACKs received:  9984
   avgPathLength:  12
       dropCount:  208
       totalSent:  20190
        dropRate:  0.0103021

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9228
  rt_request_cnt:  18477
    receivedPkts:  8823
 receivedUniquePkts:  8766
   avgTput[kbps]:  120.356
    avgDelay[ms]:  112.2
 max ACKed Seqno:  8041
       ACKs sent:  8826
   ACKs received:  8817
   avgPathLength:  12
       dropCount:  414
       totalSent:  18059
        dropRate:  0.0229249

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9638
  rt_request_cnt:  19293
    receivedPkts:  9284
 receivedUniquePkts:  9248
   avgTput[kbps]:  126.753
    avgDelay[ms]:  111.451
 max ACKed Seqno:  8663
       ACKs sent:  9287
   ACKs received:  9281
   avgPathLength:  12
       dropCount:  353
       totalSent:  18930
        dropRate:  0.0186476

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8764
  rt_request_cnt:  17555
    receivedPkts:  8350
 receivedUniquePkts:  8308
   avgTput[kbps]:  113.865
    avgDelay[ms]:  114.437
 max ACKed Seqno:  7524
       ACKs sent:  8353
   ACKs received:  8349
   avgPathLength:  12
       dropCount:  412
       totalSent:  17120
        dropRate:  0.0240654

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9591
  rt_request_cnt:  19239
    receivedPkts:  9243
 receivedUniquePkts:  9207
   avgTput[kbps]:  126.179
    avgDelay[ms]:  113.915
 max ACKed Seqno:  8736
       ACKs sent:  9246
   ACKs received:  9235
   avgPathLength:  12
       dropCount:  348
       totalSent:  18840
        dropRate:  0.0184713

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9400
  rt_request_cnt:  18853
    receivedPkts:  9054
 receivedUniquePkts:  9007
   avgTput[kbps]:  123.647
    avgDelay[ms]:  115.105
 max ACKed Seqno:  8400
       ACKs sent:  9057
   ACKs received:  9017
   avgPathLength:  12
       dropCount:  384
       totalSent:  18460
        dropRate:  0.0208017
