Sat Nov  5 19:46:50 CST 2016
    avgDelay[ms]:  49.0702
 max ACKed Seqno:  12149
       ACKs sent:  12153
   ACKs received:  12151
     RTS(C) Sent:  120153

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12196
  max seqno sent:  12191
      Tcp retxed:  5
    receivedPkts:  12191
  receivedUnique:  12190
   avgTput[kbps]:  167.015
    avgDelay[ms]:  50.0581
 max ACKed Seqno:  12188
       ACKs sent:  12192
   ACKs received:  12190
     RTS(C) Sent:  121876

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12138
  max seqno sent:  12132
      Tcp retxed:  6
    receivedPkts:  12130
  receivedUnique:  12130
   avgTput[kbps]:  166.193
    avgDelay[ms]:  50.7072
 max ACKed Seqno:  12129
       ACKs sent:  12131
   ACKs received:  12130
     RTS(C) Sent:  122186

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12151
  max seqno sent:  12133
      Tcp retxed:  18
    receivedPkts:  12132
  receivedUnique:  12132
   avgTput[kbps]:  166.219
    avgDelay[ms]:  51.6435
 max ACKed Seqno:  12130
       ACKs sent:  12133
   ACKs received:  12131
     RTS(C) Sent:  123334

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12139
  max seqno sent:  12127
      Tcp retxed:  12
    receivedPkts:  12125
  receivedUnique:  12125
   avgTput[kbps]:  166.127
    avgDelay[ms]:  52.2226
 max ACKed Seqno:  12124
       ACKs sent:  12126
   ACKs received:  12125
     RTS(C) Sent:  124599

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12097
  max seqno sent:  12081
      Tcp retxed:  16
    receivedPkts:  12078
  receivedUnique:  12078
   avgTput[kbps]:  165.487
    avgDelay[ms]:  53.6132
 max ACKed Seqno:  12075
       ACKs sent:  12079
   ACKs received:  12076
     RTS(C) Sent:  125340

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12054
  max seqno sent:  12037
      Tcp retxed:  17
    receivedPkts:  12035
  receivedUnique:  12035
   avgTput[kbps]:  164.892
    avgDelay[ms]:  54.0877
 max ACKed Seqno:  12033
       ACKs sent:  12036
   ACKs received:  12034
     RTS(C) Sent:  125485

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  300
        sentPkts:  12039
  max seqno sent:  12019
      Tcp retxed:  20
    receivedPkts:  12018
  receivedUnique:  12017
   avgTput[kbps]:  164.643
    avgDelay[ms]:  54.3372
 max ACKed Seqno:  12015
       ACKs sent:  12019
   ACKs received:  12017
     RTS(C) Sent:  125310

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12045
  max seqno sent:  12025
      Tcp retxed:  20
    receivedPkts:  12024
  receivedUnique:  12024
   avgTput[kbps]:  164.739
    avgDelay[ms]:  54.3582
 max ACKed Seqno:  12023
       ACKs sent:  12025
   ACKs received:  12024
     RTS(C) Sent:  125644

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12043
  max seqno sent:  12019
      Tcp retxed:  24
    receivedPkts:  12018
  receivedUnique:  12018
   avgTput[kbps]:  164.661
    avgDelay[ms]:  54.7705
 max ACKed Seqno:  12017
       ACKs sent:  12019
   ACKs received:  12018
     RTS(C) Sent:  126177

          flowID:  0
         srcNode:  0
        destNode:  6
       startTime:  1
        stopTime:  299
        sentPkts:  12096
  max seqno sent:  12080
      Tcp retxed:  16
    receivedPkts:  12078
  receivedUnique:  12078
   avgTput[kbps]:  165.483
    avgDelay[ms]:  54.4502
 max ACKed Seqno:  12077
       ACKs sent:  12079
   ACKs received:  12078
     RTS(C) Sent:  126174
