Sat Nov  5 20:13:42 CST 2016
  rt_request_cnt:  21920
    receivedPkts:  10799
 receivedUniquePkts:  10782
   avgTput[kbps]:  147.747
    avgDelay[ms]:  67.9868
 max ACKed Seqno:  9006
       ACKs sent:  10802
   ACKs received:  10800
   avgPathLength:  8
       dropCount:  87
       totalSent:  21695
        dropRate:  0.00401014

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9843
  rt_request_cnt:  19864
    receivedPkts:  9751
 receivedUniquePkts:  9664
   avgTput[kbps]:  132.426
    avgDelay[ms]:  67.7206
 max ACKed Seqno:  7728
       ACKs sent:  9754
   ACKs received:  9627
   avgPathLength:  8
       dropCount:  216
       totalSent:  19601
        dropRate:  0.0110198

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10674
  rt_request_cnt:  21523
    receivedPkts:  10563
 receivedUniquePkts:  10539
   avgTput[kbps]:  144.423
    avgDelay[ms]:  64.3297
 max ACKed Seqno:  7946
       ACKs sent:  10566
   ACKs received:  10565
   avgPathLength:  8
       dropCount:  110
       totalSent:  21245
        dropRate:  0.00517769

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10476
  rt_request_cnt:  21134
    receivedPkts:  10377
 receivedUniquePkts:  10353
   avgTput[kbps]:  141.878
    avgDelay[ms]:  66.7766
 max ACKed Seqno:  9778
       ACKs sent:  10380
   ACKs received:  10380
   avgPathLength:  8
       dropCount:  100
       totalSent:  20861
        dropRate:  0.00479363

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10571
  rt_request_cnt:  21229
    receivedPkts:  10462
 receivedUniquePkts:  10415
   avgTput[kbps]:  142.72
    avgDelay[ms]:  64.2328
 max ACKed Seqno:  6741
       ACKs sent:  10465
   ACKs received:  10375
   avgPathLength:  8
       dropCount:  198
       totalSent:  21042
        dropRate:  0.00940975

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10698
  rt_request_cnt:  21559
    receivedPkts:  10589
 receivedUniquePkts:  10570
   avgTput[kbps]:  144.844
    avgDelay[ms]:  68.8734
 max ACKed Seqno:  7786
       ACKs sent:  10592
   ACKs received:  10590
   avgPathLength:  8
       dropCount:  108
       totalSent:  21295
        dropRate:  0.00507161

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10289
  rt_request_cnt:  20743
    receivedPkts:  10186
 receivedUniquePkts:  10157
   avgTput[kbps]:  139.186
    avgDelay[ms]:  65.9533
 max ACKed Seqno:  9840
       ACKs sent:  10189
   ACKs received:  10136
   avgPathLength:  8
       dropCount:  157
       totalSent:  20483
        dropRate:  0.00766489
