Sat Nov  5 23:48:48 CST 2016
    receivedPkts:  4692
 receivedUniquePkts:  4628
   avgTput[kbps]:  63.4435
    avgDelay[ms]:  157.991
 max ACKed Seqno:  2330
       ACKs sent:  4695
   ACKs received:  4668
   avgPathLength:  22
       dropCount:  539
       totalSent:  9910
        dropRate:  0.0543895

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5157
  rt_request_cnt:  10186
    receivedPkts:  4678
 receivedUniquePkts:  4582
   avgTput[kbps]:  62.8123
    avgDelay[ms]:  154.654
 max ACKed Seqno:  2494
       ACKs sent:  4681
   ACKs received:  4667
   avgPathLength:  22
       dropCount:  492
       totalSent:  9841
        dropRate:  0.0499949

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5537
  rt_request_cnt:  10921
    receivedPkts:  5007
 receivedUniquePkts:  4919
   avgTput[kbps]:  67.432
    avgDelay[ms]:  154.304
 max ACKed Seqno:  2811
       ACKs sent:  5010
   ACKs received:  4981
   avgPathLength:  22
       dropCount:  545
       totalSent:  10550
        dropRate:  0.0516588

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5658
  rt_request_cnt:  11094
    receivedPkts:  5099
 receivedUniquePkts:  5012
   avgTput[kbps]:  68.7113
    avgDelay[ms]:  151.197
 max ACKed Seqno:  2718
       ACKs sent:  5102
   ACKs received:  5062
   avgPathLength:  22
       dropCount:  586
       totalSent:  10763
        dropRate:  0.0544458

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5458
  rt_request_cnt:  10681
    receivedPkts:  4919
 receivedUniquePkts:  4828
   avgTput[kbps]:  66.1956
    avgDelay[ms]:  152.472
 max ACKed Seqno:  2803
       ACKs sent:  4922
   ACKs received:  4896
   avgPathLength:  22
       dropCount:  564
       totalSent:  10383
        dropRate:  0.0543196

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4858
  rt_request_cnt:  9478
    receivedPkts:  4338
 receivedUniquePkts:  4284
   avgTput[kbps]:  58.7393
    avgDelay[ms]:  259.539
 max ACKed Seqno:  2108
       ACKs sent:  4341
   ACKs received:  4334
   avgPathLength:  22
       dropCount:  525
       totalSent:  9202
        dropRate:  0.0570528

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6301
  rt_request_cnt:  12293
    receivedPkts:  5633
 receivedUniquePkts:  5557
   avgTput[kbps]:  76.3341
    avgDelay[ms]:  154.686
 max ACKed Seqno:  3039
       ACKs sent:  5636
   ACKs received:  5602
   avgPathLength:  22
       dropCount:  700
       totalSent:  11940
        dropRate:  0.0586265
