Sat Nov  5 20:45:48 CST 2016
        dropRate:  0.0313541

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5976
  rt_request_cnt:  12036
    receivedPkts:  5623
 receivedUniquePkts:  5488
   avgTput[kbps]:  75.2113
    avgDelay[ms]:  149.217
 max ACKed Seqno:  4610
       ACKs sent:  5625
   ACKs received:  5462
   avgPathLength:  11.0562
       dropCount:  513
       totalSent:  11603
        dropRate:  0.0442127

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5801
  rt_request_cnt:  11826
    receivedPkts:  5436
 receivedUniquePkts:  5361
   avgTput[kbps]:  73.4807
    avgDelay[ms]:  154.91
 max ACKed Seqno:  3141
       ACKs sent:  5438
   ACKs received:  5425
   avgPathLength:  11.2383
       dropCount:  369
       totalSent:  11241
        dropRate:  0.0328263

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5429
  rt_request_cnt:  11140
    receivedPkts:  5048
 receivedUniquePkts:  4934
   avgTput[kbps]:  67.6236
    avgDelay[ms]:  166.026
 max ACKed Seqno:  2655
       ACKs sent:  5050
   ACKs received:  5012
   avgPathLength:  11.5319
       dropCount:  411
       totalSent:  10481
        dropRate:  0.0392138

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5626
  rt_request_cnt:  11465
    receivedPkts:  5282
 receivedUniquePkts:  5198
   avgTput[kbps]:  71.3212
    avgDelay[ms]:  159.803
 max ACKed Seqno:  3519
       ACKs sent:  5284
   ACKs received:  5228
   avgPathLength:  11.1585
       dropCount:  398
       totalSent:  10912
        dropRate:  0.0364736

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  300
        sentPkts:  5936
  rt_request_cnt:  12090
    receivedPkts:  5591
 receivedUniquePkts:  5519
   avgTput[kbps]:  75.6355
    avgDelay[ms]:  169.441
 max ACKed Seqno:  4775
       ACKs sent:  5593
   ACKs received:  5589
   avgPathLength:  11.1007
       dropCount:  341
       totalSent:  11531
        dropRate:  0.0295725

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5674
  rt_request_cnt:  11510
    receivedPkts:  5294
 receivedUniquePkts:  5223
   avgTput[kbps]:  71.5889
    avgDelay[ms]:  161.929
 max ACKed Seqno:  4074
       ACKs sent:  5296
   ACKs received:  5238
   avgPathLength:  11.2111
       dropCount:  430
       totalSent:  10972
        dropRate:  0.0391907

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5661
  rt_request_cnt:  11565
    receivedPkts:  5344
 receivedUniquePkts:  5283
   avgTput[kbps]:  72.4088
    avgDelay[ms]:  167.911
 max ACKed Seqno:  3624
       ACKs sent:  5346
   ACKs received:  5330
   avgPathLength:  11.5004
       dropCount:  328
       totalSent:  11009
        dropRate:  0.0297938
