Sat Nov  5 21:16:52 CST 2016
 receivedUniquePkts:  8109
   avgTput[kbps]:  111.152
    avgDelay[ms]:  128.06
 max ACKed Seqno:  7427
       ACKs sent:  8196
   ACKs received:  8119
   avgPathLength:  14
       dropCount:  430
       totalSent:  16756
        dropRate:  0.0256624

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8957
  rt_request_cnt:  17943
    receivedPkts:  8608
 receivedUniquePkts:  8579
   avgTput[kbps]:  117.588
    avgDelay[ms]:  128.768
 max ACKed Seqno:  8088
       ACKs sent:  8610
   ACKs received:  8594
   avgPathLength:  14
       dropCount:  357
       totalSent:  17569
        dropRate:  0.0203199

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7980
  rt_request_cnt:  15970
    receivedPkts:  7552
 receivedUniquePkts:  7495
   avgTput[kbps]:  102.733
    avgDelay[ms]:  126.877
 max ACKed Seqno:  6407
       ACKs sent:  7554
   ACKs received:  7534
   avgPathLength:  14
       dropCount:  437
       totalSent:  15536
        dropRate:  0.0281282

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8646
  rt_request_cnt:  17335
    receivedPkts:  8255
 receivedUniquePkts:  8191
   avgTput[kbps]:  112.27
    avgDelay[ms]:  131.32
 max ACKed Seqno:  7619
       ACKs sent:  8257
   ACKs received:  8241
   avgPathLength:  14
       dropCount:  397
       totalSent:  16905
        dropRate:  0.0234842

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8772
  rt_request_cnt:  17551
    receivedPkts:  8394
 receivedUniquePkts:  8322
   avgTput[kbps]:  114.086
    avgDelay[ms]:  130.549
 max ACKed Seqno:  7624
       ACKs sent:  8396
   ACKs received:  8375
   avgPathLength:  14
       dropCount:  398
       totalSent:  17170
        dropRate:  0.02318

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8081
  rt_request_cnt:  16169
    receivedPkts:  7748
 receivedUniquePkts:  7709
   avgTput[kbps]:  105.663
    avgDelay[ms]:  130.294
 max ACKed Seqno:  7174
       ACKs sent:  7750
   ACKs received:  7738
   avgPathLength:  14
       dropCount:  339
       totalSent:  15833
        dropRate:  0.021411

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8965
  rt_request_cnt:  17908
    receivedPkts:  8587
 receivedUniquePkts:  8542
   avgTput[kbps]:  117.084
    avgDelay[ms]:  127.511
 max ACKed Seqno:  7918
       ACKs sent:  8589
   ACKs received:  8546
   avgPathLength:  14
       dropCount:  411
       totalSent:  17556
        dropRate:  0.0234108
