Sat Nov  5 19:03:38 CST 2016
        dropRate:  0.0142679

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8478
  rt_request_cnt:  16971
    receivedPkts:  8256
 receivedUniquePkts:  8194
   avgTput[kbps]:  112.291
    avgDelay[ms]:  77.1597
 max ACKed Seqno:  5076
       ACKs sent:  8258
   ACKs received:  8224
   avgPathLength:  4.73984
       dropCount:  254
       totalSent:  16738
        dropRate:  0.0151751

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8408
  rt_request_cnt:  16833
    receivedPkts:  8092
 receivedUniquePkts:  8019
   avgTput[kbps]:  109.882
    avgDelay[ms]:  79.1418
 max ACKed Seqno:  4050
       ACKs sent:  8094
   ACKs received:  8064
   avgPathLength:  4.73685
       dropCount:  343
       totalSent:  16504
        dropRate:  0.0207828

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8471
  rt_request_cnt:  16960
    receivedPkts:  8296
 receivedUniquePkts:  8236
   avgTput[kbps]:  112.857
    avgDelay[ms]:  74.9987
 max ACKed Seqno:  5040
       ACKs sent:  8298
   ACKs received:  8280
   avgPathLength:  4.67704
       dropCount:  191
       totalSent:  16771
        dropRate:  0.0113887

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8327
  rt_request_cnt:  16691
    receivedPkts:  8018
 receivedUniquePkts:  7943
   avgTput[kbps]:  108.85
    avgDelay[ms]:  77.4855
 max ACKed Seqno:  4451
       ACKs sent:  8020
   ACKs received:  7975
   avgPathLength:  4.77712
       dropCount:  352
       totalSent:  16349
        dropRate:  0.0215304

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8515
  rt_request_cnt:  17048
    receivedPkts:  8285
 receivedUniquePkts:  8228
   avgTput[kbps]:  112.747
    avgDelay[ms]:  75.3975
 max ACKed Seqno:  5772
       ACKs sent:  8287
   ACKs received:  8254
   avgPathLength:  4.63442
       dropCount:  260
       totalSent:  16804
        dropRate:  0.0154725

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8474
  rt_request_cnt:  16986
    receivedPkts:  8208
 receivedUniquePkts:  8116
   avgTput[kbps]:  111.217
    avgDelay[ms]:  80.4485
 max ACKed Seqno:  4967
       ACKs sent:  8210
   ACKs received:  8169
   avgPathLength:  4.77917
       dropCount:  303
       totalSent:  16686
        dropRate:  0.0181589

--- Hop Node Number:5 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8569
  rt_request_cnt:  17174
    receivedPkts:  8368
 receivedUniquePkts:  8311
   avgTput[kbps]:  113.883
    avgDelay[ms]:  72.4992
 max ACKed Seqno:  6424
       ACKs sent:  8371
   ACKs received:  8339
   avgPathLength:  4.52172
       dropCount:  231
       totalSent:  16942
        dropRate:  0.0136348
